Metabolic Control Analysis Result:

A steady state was found. All coefficients are shown.

Unscaled elasticities
Unscaled elasticity matrix
Rows:    Reactions (reduced system)
Columns: Species (reduced system)
	P	Hout	ADP	Q	NAD	PYR	GAP	NADP	F6P	ACCOA	PEP	PGN	MAL	SUC	OAA	ACE	tkt	RU5P	G6P	AMP	ICIT	DAP	eiia	GLCx	ACEx	Pp	PGA3	ei	icd	S7P	ACO	GL6P	SUCCOA	FAD	E4P	PGA2	KDPG	ACEp	FUM	eiicb	X5P	ACP	BPG	GLCp	GLX	R5P	hprP	talC3	CIT	ATP	AKG	FDP	CAMP	NADPH	FADH2	eiiaP	tal	QH2	hpr	icdP	NADH	eiP	eiicbP	tktC2
GAP	0.00439761	0.0127126	0.00026348	4.78468e-05	-1.02023	-1.33845e-05	4.70641e-05	0.000142633	0.0134863	-0.0562647	-2.76499e-05	0.018054	8.91885e-05	-0.000311541	0.00017453	0.000115267	-2.90295e-05	-0.00015731	-0.003205	-4.57795e-06	0.00152687	0.0011186	-1.23937e-06	0.00195806	-0.0024872	0.00249061	2.61023e-05	2.24031e-05	0.000561745	0.0123578	7.18318e-07	2.86787e-05	1.43969e-06	0.00637195	-0.00572183	-0.000954519	-0.000116253	-0.000541418	0.000591529	-0.020831	-0.00174615	-0.0138989	0.00373243	0.00068469	0.0297273	-0.0147008	0.0149479	4.89622e-05	-1.68487e-07	5.95571e-06	-9.31507e-07	-0.000107194	-5.84536e-06	6.80962e-17	0	1.02593	-0.0270563	3.25561e-06	0.0049717	-0.0152163	0.0368343	8.71632e-16	-0.00984894	-2.65223e-07	1.02644e-10	1.84737e-07	1.02644e-10	-1.475e-11	2.47204e-16
NADP	0.0110111	-0.0122323	0.000149361	2.71233e-05	-0.108596	-1.42468e-06	-0.00048225	-0.00146151	-0.0346935	-0.0969816	-2.38169e-05	-0.00671518	-0.000720106	0.00282306	-0.0025324	-0.00140057	0.000289058	0.000721497	0.0146996	2.01112e-06	0.000374758	-0.00593724	3.00415e-06	-0.00719824	-0.00301864	-0.036222	-5.40137e-06	-4.63588e-06	-0.000709101	-0.0938916	-1.84787e-06	0.000182005	6.33179e-07	0.00344902	-0.00309712	0.00304528	0.000370892	0.00068323	-0.000766867	0.00765051	0.000641298	0.0488386	-0.0303502	-0.000754963	-0.048606	0.0159509	-0.0164772	-0.000325177	-2.15239e-07	-3.95542e-05	1.01071e-06	0.000116309	6.34239e-06	1.90178e-17	-3.51829e-16	0.0578484	0.240677	2.06613e-05	0.0280839	0.119155	-0.0614792	-3.70847e-16	0.0179036	4.82129e-07	5.68343e-11	1.0229e-07	5.68343e-11	-1.27053e-11	2.82561e-15
F6P	0.0457491	-0.179377	0.00110756	0.000201127	0.286984	3.76499e-06	0.00130719	0.00396159	-0.0545641	-0.0200745	1.45682e-05	0.00985279	0.00185912	-0.00674788	0.00872003	0.00422884	-0.000706733	-0.000581542	-0.0118482	8.22967e-05	-0.0265385	0.00812861	6.18127e-06	-0.00389092	0.00185925	0.113145	-0.000403534	-0.000346345	-0.0357106	0.183496	-2.90623e-06	0.0577192	6.80832e-05	-0.110981	0.0996575	0.144575	0.0176082	0.034447	-0.0348921	-0.00882685	-0.000739904	0.098666	-0.0193401	-0.00847144	-0.241018	0.183501	-0.184993	0.00106924	-5.24275e-07	0.000130061	1.16274e-05	0.00133804	7.2964e-05	1.95099e-16	-1.46324e-15	0.129252	0.0967555	0.00655229	-0.0721327	-0.271478	-0.327215	-1.36569e-15	0.0787465	2.12057e-06	4.95077e-10	8.91033e-07	4.95077e-10	7.77153e-12	3.27329e-15
ACCOA	-0.00747391	0.018026	-0.000765983	-0.000139099	0.126235	1.6561e-06	0.000678424	0.00205604	0.0804674	-0.0145218	-3.88167e-05	-0.0144115	0.000866354	-0.0036478	0.0024604	0.00154829	-0.000371983	-0.00123236	-0.0251078	-1.81231e-06	-0.0155308	0.0307082	-7.3214e-06	0.0154965	0.00992982	-0.967861	-0.000567657	-0.000487208	-0.0143781	0.100612	4.28591e-06	0.0152527	1.02158e-05	-0.0715198	0.0642228	0.0311415	0.00379279	0.0138727	-0.0137324	0.0152541	0.00127867	-0.0303116	-0.0106855	0.00154436	0.10617	-0.0328951	0.0336962	0.000368439	2.76293e-06	4.48165e-05	-2.08437e-06	-0.000239862	-1.30798e-05	8.25081e-17	5.77557e-16	0.595875	0.00651283	0.00173148	0.0329184	-0.155768	0.103121	1.40264e-15	-0.0341844	-9.20557e-07	-1.45876e-09	-2.62546e-06	-1.45876e-09	-2.0707e-11	5.3528e-16
PEP	0.0598621	0.239851	0.00148786	0.000270188	0.0579396	7.60118e-07	0.000239691	0.00072641	-0.179618	-0.0180794	6.6812e-05	-0.0105398	0.000477524	-0.00113162	0.00474689	0.00179556	-0.000138585	0.00131896	0.0268722	-0.000148271	-0.000262008	0.00227919	1.27612e-05	-0.0248078	-0.00613443	-0.00721162	-6.65398e-06	-5.71097e-06	-0.0186214	0.00699763	-9.56693e-06	0.0310688	4.94485e-05	0.00863536	-0.00775432	0.089002	0.0108398	0.0179652	-0.0179356	0.0159773	0.00133928	-0.00851013	0.00256011	0.0079462	0.0212966	-0.175742	0.173669	-0.00471243	-2.07342e-06	-0.000573215	-1.11357e-05	-0.00128146	-6.98785e-05	2.5611e-17	-4.60998e-16	-0.296145	0.000842146	0.00352694	0.0036276	-0.0286919	0.0217332	-9.73217e-16	-0.00688048	-1.85285e-07	2.44753e-10	4.40503e-07	2.44753e-10	3.56413e-11	4.38359e-15
PGN	-0.0760947	-0.142769	-0.0162571	-0.00295222	-0.793591	-1.04112e-05	0.000470156	0.00142486	-0.0752446	0.851406	0.000365388	-0.765536	5.39417e-05	-0.00322175	0.00136819	0.00130605	-0.000423152	1.29827e-05	0.000264507	5.86384e-05	-0.0207088	-0.000681338	6.28605e-06	-0.0106964	-0.0519727	0.0489555	-0.000327499	-0.000281086	-0.032148	0.0312903	-4.00773e-06	0.0521467	6.44929e-05	-0.0838774	0.0753195	0.132542	0.0161426	0.0310099	-0.0314657	-0.298984	-0.0250621	0.142934	-0.0577368	-0.00541664	-0.24935	0.115835	-0.118321	-0.000953283	-1.54454e-06	-0.000115956	7.33981e-06	0.000844638	4.60585e-05	1.94037e-16	-1.74633e-15	1.28233	0.41193	0.0059197	-0.0156785	-0.0734149	-0.33508	-5.8211e-16	0.0843213	2.2707e-06	6.72286e-10	1.20997e-06	6.72286e-10	1.94919e-10	3.34358e-15
MAL	0.000845254	0.074799	-0.00177901	-0.000323061	0.112626	1.47756e-06	0.00113094	0.00342744	0.0487597	0.0342935	-6.59461e-06	-0.00335928	0.00124074	-0.00488502	0.0045301	0.00247642	-0.000502991	-0.00115698	-0.023572	-2.39058e-05	0.0730394	-0.0797047	-4.8608e-06	-0.021209	0.0072914	-0.102628	0.00117754	0.00101065	-0.0289239	0.134501	2.59707e-06	0.0912623	0.000212629	-2.01445	1.80892	0.2176	0.0265021	0.0279077	-0.027568	0.00372081	0.000311894	-0.163499	-0.0191367	0.00554222	0.102725	-0.119543	0.120952	-0.000237055	1.48991e-06	-2.88351e-05	-7.57472e-06	-0.000871671	-4.75326e-05	0	6.9271e-16	0.79809	-1.01147	0.0103601	-0.0934892	-0.204123	0.249685	1.38542e-15	-0.0423924	-1.14159e-06	-8.70131e-10	-1.56605e-06	-8.70131e-10	-3.51794e-12	1.13883e-15
SUC	-0.00912904	0.0496257	-0.00164065	-0.000297934	0.199348	2.61528e-06	0.00127665	0.00386902	0.120139	-0.00781437	-5.25069e-05	-0.0198311	0.00154365	-0.00638188	0.00473568	0.00284948	-0.000652505	-0.00198347	-0.0404107	-1.0172e-05	0.00750469	0.0095922	-1.0874e-05	0.014629	0.0153137	0.0645098	0.000145051	0.000124494	-0.0239563	0.19229	6.39891e-06	-1.09955	-0.00175163	-0.100245	0.0900176	0.124763	0.0151951	0.0231149	-0.0228054	0.0210606	0.00176539	-0.0490592	-0.0209358	0.00372999	0.175751	-0.0797234	0.0813961	0.000612038	3.88742e-06	7.44477e-05	-5.05161e-06	-0.000581321	-3.16997e-05	-1.77282e-16	1.06369e-15	0.856787	-0.446512	-0.124821	0.0801144	-0.27094	0.227523	2.00919e-15	-0.060278	-1.62323e-06	-2.03452e-09	-3.66171e-06	-2.03452e-09	-2.80102e-11	1.43053e-15
OAA	0.0549059	0.155618	-0.0026457	-0.000480447	-0.301583	-3.95651e-06	-0.000268226	-0.000812891	-0.195989	-0.0733426	5.1842e-05	-0.0108329	-0.00061096	0.00303495	0.000372938	-0.000483994	0.000292881	0.00209548	0.0426928	-7.14185e-05	0.238549	-0.307165	1.63681e-05	-0.0847865	-0.0107485	-0.547221	0.00377789	0.00324248	0.00417213	-0.113478	-1.04389e-05	0.09027	0.000362129	1.10082	-0.98851	0.232345	0.0282979	-0.00402102	0.00440688	0.0157921	0.00132376	0.0030703	0.0219881	0.00983295	-0.0576895	-0.214083	0.214644	-0.0024915	-7.56114e-07	-0.000303064	-1.35652e-05	-0.00156103	-8.51239e-05	1.49808e-16	-8.4891e-16	-0.40526	0.525669	0.0102475	0.107024	0.143252	0.283636	-1.49808e-15	0.0227467	6.12549e-07	-5.88631e-11	-1.05941e-07	-5.88631e-11	2.76555e-11	9.65959e-16
ACE	-0.00310118	-0.000258543	-0.000776052	-0.000140928	0.0220161	2.88833e-07	0.000229645	0.000695966	0.0383746	-0.0275474	-2.66117e-05	-0.0147378	0.000267805	-0.00122582	0.000556161	0.000433732	-0.000124785	-0.000509957	-0.0103897	3.78999e-05	0.00546795	0.0285414	-5.46498e-08	0.00909196	0.00568948	-0.95438	-0.000215336	-0.000184819	-0.00521865	0.0278952	2.04393e-06	0.0055976	1.39436e-05	0.0229851	-0.02064	0.0106817	0.00130095	0.00504049	-0.0044821	0.0160616	0.00134635	-0.0582234	-0.000570654	0.00228288	-0.130607	-0.0454164	0.0497414	0.897557	-1.0023	0.109178	-2.87777e-06	-0.000331164	-1.80585e-05	3.41913e-14	-8.54783e-15	0.580471	-0.012188	0.00063544	0.0525285	-0.0527476	0.410451	-5.98348e-14	0.0412466	1.11074e-06	-3.31923e-08	-5.97391e-05	-3.31923e-08	-1.41962e-11	1.68469e-16
tkt	-0.0136213	0.11043	-0.000994361	-0.000180572	-0.749103	-9.82759e-06	-0.000602884	-0.00182711	0.0458977	-0.0953978	-5.63584e-05	-0.0155832	-0.00521995	0.0194253	-0.0228592	0.00202749	0.00307208	0.00415065	0.0845641	-4.92388e-05	0.0156234	-0.00264353	-4.86505e-06	0.00488324	0.00229633	-0.053993	0.000241607	0.000207367	0.0206849	-0.0752567	2.44463e-06	-0.0327744	-3.81535e-05	0.0648524	-0.0582356	-0.0832178	-0.0101353	-0.0199526	0.0202477	0.0159617	0.00133797	-0.0737116	0.0196473	0.00534237	0.161983	-0.115588	0.116657	-0.000536308	2.38729e-07	-6.5236e-05	-7.32412e-06	-0.000842833	-4.596e-05	-1.73086e-16	1.15391e-15	0.52169	-0.122877	-0.00372055	0.0368111	0.117617	0.216949	1.2693e-15	-0.0534518	-1.43941e-06	-2.34904e-10	-4.22778e-07	-2.34904e-10	-3.00648e-11	5.76853e-15
RU5P	0.0119711	-0.141589	0.00223281	0.000405468	-0.010498	-1.37725e-07	0.000785225	0.00237972	-0.0560208	0.161224	8.638e-05	0.0638336	-0.00766203	-0.0239007	-0.0316855	-0.00233093	-0.00376684	-0.0050915	-0.103733	6.37069e-05	-0.0197887	0.00360176	6.03735e-06	-0.00626343	-0.0110524	0.0691812	-0.000305767	-0.000262434	-0.0288668	0.0963452	-2.98382e-06	0.0468561	5.68716e-05	-0.081473	0.0731605	0.118233	0.0143999	0.0278453	-0.0282152	-0.0702003	-0.00588448	0.0989521	-0.0315601	-0.00683919	-0.201035	0.148045	-0.149343	0.000762637	-6.40771e-07	9.27664e-05	9.38072e-06	0.0010795	5.88656e-05	0	-1.49404e-15	0.266856	0.207982	0.0053191	-0.0363006	-0.153091	-0.271912	-6.72319e-16	0.0668472	1.80013e-06	5.00812e-10	9.01356e-07	5.00812e-10	4.608e-11	2.11043e-14
G6P	-0.119963	-0.160829	0.000906656	0.000164645	0.271223	3.55822e-06	0.00126089	0.00382128	-0.0484525	-0.0575334	-2.66018e-06	0.00464364	0.00179449	-0.00655117	0.00835312	0.00406972	-0.000686146	-0.000602964	-0.0122846	7.37143e-05	-0.0244832	0.00817707	5.4935e-06	-0.00307746	0.00165316	0.10816	-0.000371071	-0.000318482	-0.0330955	0.179501	-2.58071e-06	0.0536382	6.34327e-05	-0.102463	0.0920085	0.134183	0.0163424	0.0319246	-0.0323248	-0.0107442	-0.000900623	0.0854835	-0.0145773	-0.00760521	-0.216221	0.164732	-0.166077	0.000954459	-4.97041e-07	0.000116099	1.04381e-05	0.00120118	6.5501e-05	1.18612e-16	-1.30474e-15	0.331461	0.0637241	0.00608901	-0.0692421	-0.263659	-0.294177	-1.18612e-15	0.0704335	1.89671e-06	4.58008e-10	8.24318e-07	4.58008e-10	-1.41909e-12	5.03284e-16
AMP	0.0230781	-0.0766766	0.000451091	8.19161e-05	-0.443768	-5.82186e-06	-0.00208443	-0.0063171	-0.183973	-0.100025	3.64164e-05	-0.00835078	-0.00271444	0.0109265	-0.00874054	-0.00507574	0.00111514	0.0032087	0.0653732	0.000121932	0.0552766	-0.0061723	0.000145035	-0.0317774	-0.0181902	-0.393523	0.000789908	0.000677962	0.0393884	-0.333838	-9.79888e-06	-0.0616514	-4.8138e-05	0.247981	-0.22268	-0.136429	-0.016616	-0.0379884	0.0390817	0.0112341	0.000941686	-0.241832	0.0508184	-0.203394	0.535611	-0.377507	0.447107	0.138316	5.87442e-05	0.0168246	-2.39204e-05	-0.00275268	-0.000150105	0	1.61091e-15	0.238028	-0.251165	-0.00699867	0.160933	0.46467	0.80369	1.85083e-15	-0.175472	-4.72531e-06	-6.01406e-09	-1.0824e-05	-6.01406e-09	1.94266e-11	2.20736e-14
ICIT	-0.00647195	0.256792	-0.00256195	-0.000465238	0.653316	8.57094e-06	0.00216295	0.00655507	0.208582	0.163515	-2.16049e-05	-0.034783	0.00476395	-0.0189363	0.0170704	0.00944387	-0.00194991	-0.00465111	-0.0947605	-0.000119844	0.000582792	0.0385066	-2.51039e-05	0.0339412	0.0334364	0.238418	8.60898e-05	7.38891e-05	-0.828959	-0.062125	1.11096e-05	-0.313737	-0.000501221	-0.0438322	0.0393601	-0.778176	-0.0947759	0.79974	-0.799133	0.0387543	0.00324855	-0.167228	0.0325893	0.0182791	0.367305	-0.398911	0.398969	-0.00569042	5.10083e-06	-0.000692177	-2.52767e-05	-0.00290875	-0.000158616	0	1.20696e-15	1.21483	-0.479073	-0.0356155	0.0640614	-0.791647	0.446361	3.62088e-15	-0.122826	-3.3076e-06	-3.91378e-09	-7.04398e-06	-3.91378e-09	-1.15253e-11	4.38756e-15
DAP	0.00447428	0.0128932	0.000268133	-0.0078095	-1.01973	-1.3378e-05	4.73747e-05	0.000143574	0.0136407	-0.0571761	-2.80714e-05	0.0183367	8.97978e-05	-0.000313226	0.00017478	0.000115611	-2.91583e-05	-0.00015881	-0.00323555	-4.64791e-06	0.00154936	0.00112868	-1.25357e-06	0.00198122	-0.00253178	0.00249267	2.64757e-05	2.27236e-05	0.000584005	0.0124559	7.26538e-07	-2.11864e-07	1.41401e-06	0.00646363	-0.00580416	-0.00103649	-0.000126237	-0.000562886	0.000613636	-0.0211566	-0.00177343	-0.0140961	0.00380546	0.000693551	0.0300862	-0.0148912	0.0151413	4.95074e-05	-1.68708e-07	6.02203e-06	-9.43569e-07	-0.000108582	-5.92105e-06	8.76303e-17	2.33681e-16	1.03388	-0.0275823	-2.40508e-08	0.00500115	-0.0153187	0.0373043	9.34723e-16	-0.0099697	-2.68475e-07	1.02871e-10	1.85145e-07	1.02871e-10	-1.49749e-11	1.81468e-15
eiia	-0.00471778	-0.0144352	-0.000202241	-3.67261e-05	0.00632834	8.30224e-08	9.61162e-05	0.000291291	0.0194812	6.89484e-06	-8.01388e-06	-0.000827647	4.81751e-05	-0.000262606	-9.03749e-05	2.31965e-05	-2.52481e-05	-0.000202579	-0.00412729	9.92628e-06	0.000109997	0.00069228	-1.55351e-06	0.00279608	-0.194055	0.00452707	3.2742e-06	2.81017e-06	-0.00679581	0.0042151	1.03762e-06	0.0141236	2.2688e-05	0.00153364	-0.00137717	0.032862	0.00400234	0.00655636	-0.0065433	0.000568671	4.76684e-05	-0.00307466	-0.000146226	-0.000322046	0.00773701	0.00725893	-0.00704738	0.00032746	-2.19681e-08	3.98319e-05	-0.00783715	-0.901871	-0.0491794	-2.24752e-16	3.82078e-15	1.08734	0.00385139	0.00160331	0.0020624	-0.0125141	0.00959791	4.04553e-15	-0.00247085	-6.65379e-08	7.4904e-11	1.34811e-07	7.4904e-11	-4.27506e-12	3.00102e-16
GLCx	-1.24236e-05	-3.80129e-05	-5.32571e-07	-9.67126e-08	1.66647e-05	2.18627e-10	2.53108e-07	7.67071e-07	5.13008e-05	1.81565e-08	-2.11033e-08	-2.17948e-06	1.26862e-07	-6.91534e-07	-2.37989e-07	6.10845e-08	-6.6487e-08	-5.33461e-07	-1.08686e-05	2.61394e-08	2.89662e-07	1.82302e-06	-4.09094e-09	7.36307e-06	-0.000511015	1.19214e-05	8.6221e-09	7.40017e-09	-1.78957e-05	1.10998e-05	2.73242e-09	3.71924e-05	5.97455e-08	4.03862e-06	-3.62657e-06	8.65371e-05	1.05396e-05	1.72652e-05	-1.72308e-05	1.49751e-06	1.25528e-07	-8.09666e-06	-3.85065e-07	-8.48059e-07	2.03743e-05	1.91153e-05	-1.85582e-05	8.62317e-07	-5.78496e-11	1.04891e-07	-2.0638e-05	-0.00237494	-0.000129507	-0.0225696	-0.179639	1.05823	1.0142e-05	4.22208e-06	5.43101e-06	-3.29541e-05	2.52747e-05	-0.853157	-6.50662e-06	-1.75218e-10	1.97249e-13	3.55006e-10	1.97249e-13	-1.12577e-14	1.88014e-16
ACEx	-0.00310118	-0.000258543	-0.000776052	-0.000140928	0.0220161	2.88833e-07	0.000229645	0.000695966	0.0383746	-0.0275474	-2.66117e-05	-0.0147378	0.000267805	-0.00122582	0.000556161	0.000433732	-0.000124785	-0.000509957	-0.0103897	3.78999e-05	0.00546795	0.0285414	-5.46498e-08	0.00909196	0.00568948	-0.95438	-0.000215336	-0.000184819	-0.00521865	0.0278952	2.04393e-06	0.0055976	1.39436e-05	0.0229851	-0.02064	0.0106817	0.00130095	0.00504049	-0.0044821	0.0160616	0.00134635	-0.0582234	-0.000570654	0.00228288	-0.130607	-0.0454164	0.0497414	0.897557	-1.0023	0.109178	-2.87777e-06	-0.000331164	-1.80585e-05	9.97464e-16	-8.55733e-16	0.580471	-0.012188	0.00063544	0.0525285	-0.0527476	0.410451	3.42293e-16	0.0412466	1.11074e-06	0.000554971	-0.00116975	0.000554971	-1.41962e-11	1.39664e-15
Pp	-1.28982e-05	2.71092e-05	-8.41336e-07	-1.52783e-07	0.000176716	2.31836e-09	1.02027e-06	3.09205e-06	9.12298e-05	4.89525e-05	-1.83133e-08	-6.48342e-08	1.24141e-06	-5.04207e-06	3.88998e-06	2.296e-06	-5.14298e-07	-1.53398e-06	-3.12529e-05	-2.43824e-09	1.67766e-06	1.15999e-05	-8.1951e-09	1.20267e-05	9.0218e-06	5.93438e-05	4.68271e-08	4.01907e-08	-2.11658e-05	0.000150703	4.85914e-09	4.59436e-05	7.50081e-08	1.01923e-05	-9.15236e-06	0.000104797	1.27635e-05	2.04218e-05	-2.02066e-05	-8.68834e-07	-7.28293e-08	-2.19936e-05	-2.31393e-05	2.42343e-06	0.000132894	-5.16616e-05	5.28748e-05	5.38334e-07	-3.71631e-09	6.54824e-08	-3.2735e-09	-3.76702e-07	-2.05417e-08	1.27895e-18	-1.79053e-17	-0.00267415	0.00019199	5.21552e-06	7.59735e-05	-0.000214757	0.000158207	-2.04632e-17	-4.11735e-05	0.00171669	2.16023e-12	3.88796e-09	2.16023e-12	-9.76936e-15	2.66083e-14
PGA3	0.0596734	0.238762	0.00150593	0.000273471	0.0627467	8.23183e-07	-0.0408812	-0.123895	-0.174228	-0.0269935	6.10925e-05	-0.00734985	0.000493569	-0.0011997	0.00473341	0.00180393	-0.000144738	0.00126414	0.0257553	-0.000146962	5.7459e-06	0.00250721	1.23211e-05	-0.024051	-0.00640968	-0.00631176	-1.92819e-06	-1.65493e-06	-0.0183956	0.00992584	-9.27983e-06	0.0309199	4.94547e-05	0.00963357	-0.00865067	0.0882331	0.0107461	0.0177474	-0.0177086	0.0122366	0.00102573	-0.0108001	0.00300734	0.00796107	0.026599	-0.175985	0.173991	-0.00463299	-2.09511e-06	-0.000563552	-1.11511e-05	-0.00128323	-6.99752e-05	0	-4.40087e-16	-0.135759	-0.00232295	0.00351002	0.00488667	-0.0321959	0.0285541	-7.51816e-16	-0.00862226	-2.3219e-07	2.71985e-10	4.89515e-07	2.71985e-10	3.25902e-11	1.17292e-14
ei	-0.0448842	-0.137334	-0.00192409	-0.000349406	0.0602068	7.89862e-07	0.000914434	0.0027713	0.185341	6.55964e-05	-7.62428e-05	-0.0078741	0.00045833	-0.00249839	-0.000859813	0.000220688	-0.000240206	-0.0019273	-0.0392664	9.4437e-05	0.0010465	0.00658625	-1.47799e-05	0.0266015	-1.84621	0.0430698	3.11502e-05	2.67356e-05	-0.0646543	0.0401018	9.87177e-06	0.13437	0.00021585	0.0145908	-0.0131022	0.312644	0.0380776	0.0623762	-0.0622519	0.00541025	0.00045351	-0.0292519	-0.00139117	-0.00306389	0.0736087	0.0690603	-0.0670477	0.0031154	-2.09001e-07	0.000378955	-0.0745614	0.000503569	2.74598e-05	-1.49315e-16	1.34384e-15	1.29614	0.0366415	0.0152537	0.0196213	-0.119057	0.091313	2.38905e-15	-0.0235073	-6.33031e-07	7.12625e-10	1.28257e-06	7.12625e-10	-4.06722e-11	2.36552e-15
icd	0.00384065	-0.012481	8.94972e-05	1.62523e-05	-0.0728562	-9.55811e-07	-0.000344996	-0.00104555	-0.0307989	-0.0158647	6.44235e-06	-0.0010907	-0.000448442	0.00180798	-0.00143785	-0.000837173	0.000184511	0.000533955	0.0108787	1.9091e-05	0.00886721	-0.00154784	8.61426e-06	-0.00537111	-0.00271029	-0.0467121	0.000131976	0.000113272	0.00654123	-0.0550582	-1.64043e-06	-0.0102251	-8.25833e-06	0.0398055	-0.0357442	-0.0226036	-0.00275295	-0.971053	0.97122	0.00153773	0.000128899	-0.0385323	0.00831618	-0.00726577	0.0921375	0.16209	-0.158461	0.00616225	2.80925e-06	0.00074957	1.02707e-05	0.00118192	6.44504e-05	0	2.75673e-16	0.0262606	-0.0410163	-0.00116076	0.0253733	0.0769022	0.122593	-3.67564e-16	-0.0301428	-8.11718e-07	-3.74259e-10	-6.73588e-07	-3.74259e-10	3.43672e-12	5.11167e-15
S7P	0.0322911	-0.280607	0.0033186	0.000602643	0.924653	1.21307e-05	0.00160356	0.00485977	-0.110224	0.258019	0.000146705	0.0773519	-0.00154888	0.00661146	-0.00490799	-0.00485983	0.00160286	-0.0107051	-0.218103	0.00012609	-0.0396585	0.00759101	1.18476e-05	-0.01173	-0.0123216	0.141523	-0.000611865	-0.000525151	-0.0554116	0.201508	-5.87085e-06	0.0891696	0.000106404	-0.164056	0.147318	0.22529	0.0274386	0.0534503	-0.0541859	-0.0834382	-0.00699414	0.188732	-0.0546884	-0.0135205	-0.40126	0.292634	-0.29524	0.00146631	-9.94343e-07	0.000178361	1.85425e-05	0.00213381	0.000116358	0	-2.87751e-15	-0.418168	0.349582	0.0101225	-0.0839444	-0.314996	-0.540707	-2.24805e-15	0.132824	3.57683e-06	8.31354e-10	1.49626e-06	8.31354e-10	7.8261e-11	1.11216e-15
ACO	-0.00656121	0.254414	-0.00257693	-0.000467958	0.648868	8.5126e-06	0.00216628	0.00656516	0.209049	0.159747	-2.32771e-05	-0.0351238	0.00473531	-0.0188317	0.0169417	0.00938051	-0.00193901	-0.00463897	-0.0945131	-0.000118343	0.000699713	0.0383543	-2.50524e-05	0.033919	0.0334328	0.236873	-0.00134965	-0.060229	-0.816925	-0.0555604	1.11345e-05	-0.307511	-0.000491158	-0.0425447	0.038204	-0.76308	-0.0929374	0.788131	-0.787523	0.0391041	0.00327787	-0.166139	0.0316067	0.0181161	0.367406	-0.395303	0.39541	-0.00558639	5.1792e-06	-0.000679523	-2.5048e-05	-0.00288244	-0.000157181	0	1.19138e-15	1.2277	-0.467469	-0.0349087	0.0656746	-0.787389	0.446481	3.7727e-15	-0.122756	-3.30571e-06	-3.93723e-09	-7.08618e-06	-3.93723e-09	-1.24173e-11	7.21066e-15
GL6P	-0.0777798	-0.146106	-0.0153506	-0.0027876	-0.749924	-9.83837e-06	0.000461715	0.00139928	-0.0782389	0.849483	-0.0562756	-0.726655	6.96216e-05	-0.00310046	0.0014801	0.00130804	-0.000406815	6.2529e-05	0.00127395	6.00949e-05	-0.0210064	-0.000874624	6.63177e-06	-0.0111696	-0.0495577	0.0483929	-0.000332612	-0.000285474	-0.0324795	0.028954	-4.16722e-06	0.0525679	6.48949e-05	-0.0850453	0.0763683	0.133793	0.0162949	0.0313296	-0.0317948	-0.283312	-0.0237484	0.146237	-0.0591736	-0.00566391	-0.254665	0.121221	-0.123718	-0.000887594	-1.51893e-06	-0.000107966	7.68106e-06	0.000883908	4.81999e-05	2.44654e-16	-1.95723e-15	1.24219	0.422705	0.00596752	-0.0155486	-0.0707769	-0.341979	-7.33961e-16	0.0861369	2.31959e-06	6.70702e-10	1.20712e-06	6.70702e-10	-3.00206e-08	8.81258e-16
SUCCOA	-0.0140328	0.0709278	-0.0015825	-0.000287376	0.317942	4.17113e-06	0.00178109	0.00539781	0.165642	0.0110282	-6.38304e-05	-0.0180023	0.00221939	-0.00910185	0.00691605	0.00411457	-0.00093016	-0.00277982	-0.0566353	-5.76195e-05	-0.0159397	0.00956473	-1.873e-05	0.0214078	0.0197414	0.146852	-0.000217081	-0.000186316	-0.0338839	0.275112	-0.00198049	-1.08812	-0.00175477	-0.20559	0.184614	0.148257	0.0180565	0.0326873	-0.0328823	0.0185416	0.00155424	-0.00750921	-0.032882	0.00213224	0.404553	-0.0489986	0.0466262	-0.00320846	1.72641e-06	-0.000390274	-3.10476e-06	-0.000357284	-1.94829e-05	-3.10738e-16	1.86443e-15	0.815106	-0.417317	-0.123524	0.0503903	-0.386568	-0.143376	2.79664e-15	-0.13296	-3.58051e-06	-1.57039e-09	-2.82636e-06	-1.57039e-09	-3.40508e-11	2.28839e-15
FAD	0.00826584	-0.022226	0.000701813	0.000127446	-0.126091	-1.6542e-06	-0.000742509	-0.00225026	-0.068015	-0.023428	1.87861e-05	0.00351499	-0.000904461	0.00369472	-0.00281073	-0.00167029	0.000377099	0.00113429	0.0231096	3.50681e-06	-0.00110313	-0.00844505	6.06747e-06	-0.00914175	-0.00732038	-0.0439204	-3.23613e-05	-2.77751e-05	0.0148425	-0.110889	-3.62266e-06	-0.0323296	-5.2711e-05	-0.00666032	0.00598078	-0.0734572	-0.00894653	-0.0143209	0.0141667	-0.00324642	-0.000272129	0.0154109	0.0154973	-0.00163782	-0.0831697	0.0348426	-0.0357402	-0.000443417	-1.48388e-06	-5.39368e-05	2.20777e-06	0.000254063	1.38541e-05	5.0283e-17	-5.0283e-16	-0.563924	0.856953	0.228021	-0.0512818	0.157247	-0.11331	-1.30736e-15	0.0336839	9.07077e-07	7.36408e-10	1.32538e-06	7.36408e-10	1.00216e-11	1.64588e-15
